"Address","Content Type","Status Code","Status","Indexability","Indexability Status","Inlinks","Response Time","Redirect URL","Redirect Type"
"https://onlinepokerbonuses.com/","text/html","308","Permanent Redirect","Non-Indexable","Redirected","0","0,076","https://www.onlinepokerbonuses.com/","HTTP Redirect"
"https://onlinepokerbonuses.com/usa/","text/html","308","Permanent Redirect","Non-Indexable","Redirected","0","0,074","https://www.onlinepokerbonuses.com/usa/","HTTP Redirect"
"https://onlinepokerbonuses.com/how-to-claim/","text/html","308","Permanent Redirect","Non-Indexable","Redirected","0","0,165","https://www.onlinepokerbonuses.com/how-to-claim/","HTTP Redirect"
"https://onlinepokerbonuses.com/news/icm-explained-tournament-poker-2026/","text/html","308","Permanent Redirect","Non-Indexable","Redirected","0","0,145","https://www.onlinepokerbonuses.com/news/icm-explained-tournament-poker-2026/","HTTP Redirect"
"https://onlinepokerbonuses.com/best-poker-bonuses/","text/html","308","Permanent Redirect","Non-Indexable","Redirected","0","0,082","https://www.onlinepokerbonuses.com/best-poker-bonuses/","HTTP Redirect"
"https://onlinepokerbonuses.com/news/ontario-regulated-vs-offshore-poker-2026/","text/html","308","Permanent Redirect","Non-Indexable","Redirected","0","0,077","https://www.onlinepokerbonuses.com/news/ontario-regulated-vs-offshore-poker-2026/","HTTP Redirect"
"https://onlinepokerbonuses.com/reviews/tigergaming/","text/html","308","Permanent Redirect","Non-Indexable","Redirected","0","0,071","https://www.onlinepokerbonuses.com/reviews/tigergaming/","HTTP Redirect"
"https://onlinepokerbonuses.com/about/","text/html","308","Permanent Redirect","Non-Indexable","Redirected","0","0,088","https://www.onlinepokerbonuses.com/about/","HTTP Redirect"
"https://onlinepokerbonuses.com/reviews/americas-cardroom/","text/html","308","Permanent Redirect","Non-Indexable","Redirected","0","0,076","https://www.onlinepokerbonuses.com/reviews/americas-cardroom/","HTTP Redirect"
"https://onlinepokerbonuses.com/reviews/sportsbetting-ag/","text/html","308","Permanent Redirect","Non-Indexable","Redirected","0","0,085","https://www.onlinepokerbonuses.com/reviews/sportsbetting-ag/","HTTP Redirect"
"https://onlinepokerbonuses.com/news/crypto-network-fees-poker-deposits-2026/","text/html","308","Permanent Redirect","Non-Indexable","Redirected","0","0,070","https://www.onlinepokerbonuses.com/news/crypto-network-fees-poker-deposits-2026/","HTTP Redirect"
"https://onlinepokerbonuses.com/canada/","text/html","308","Permanent Redirect","Non-Indexable","Redirected","0","0,072","https://www.onlinepokerbonuses.com/canada/","HTTP Redirect"
"https://onlinepokerbonuses.com/bonus-types/","text/html","308","Permanent Redirect","Non-Indexable","Redirected","0","0,076","https://www.onlinepokerbonuses.com/bonus-types/","HTTP Redirect"
"https://onlinepokerbonuses.com/reviews/black-chip-poker/","text/html","308","Permanent Redirect","Non-Indexable","Redirected","0","0,215","https://www.onlinepokerbonuses.com/reviews/black-chip-poker/","HTTP Redirect"
"https://onlinepokerbonuses.com/news/","text/html","308","Permanent Redirect","Non-Indexable","Redirected","0","0,074","https://www.onlinepokerbonuses.com/news/","HTTP Redirect"
"https://onlinepokerbonuses.com/responsible-gambling/","text/html","308","Permanent Redirect","Non-Indexable","Redirected","0","0,076","https://www.onlinepokerbonuses.com/responsible-gambling/","HTTP Redirect"
"https://onlinepokerbonuses.com/reviews/betonline-poker/","text/html","308","Permanent Redirect","Non-Indexable","Redirected","0","0,078","https://www.onlinepokerbonuses.com/reviews/betonline-poker/","HTTP Redirect"
"https://onlinepokerbonuses.com/news/mobile-poker-apps-us-canada-2026/","text/html","308","Permanent Redirect","Non-Indexable","Redirected","0","0,072","https://www.onlinepokerbonuses.com/news/mobile-poker-apps-us-canada-2026/","HTTP Redirect"
"https://onlinepokerbonuses.com/news/multi-tabling-clear-bonus-faster-2026/","text/html","308","Permanent Redirect","Non-Indexable","Redirected","0","0,071","https://www.onlinepokerbonuses.com/news/multi-tabling-clear-bonus-faster-2026/","HTTP Redirect"
"https://onlinepokerbonuses.com/news/sweepstakes-vs-offshore-poker-2026/","text/html","308","Permanent Redirect","Non-Indexable","Redirected","0","0,076","https://www.onlinepokerbonuses.com/news/sweepstakes-vs-offshore-poker-2026/","HTTP Redirect"
"https://onlinepokerbonuses.com/news/no-deposit-poker-bonuses-2026/","text/html","308","Permanent Redirect","Non-Indexable","Redirected","0","0,071","https://www.onlinepokerbonuses.com/news/no-deposit-poker-bonuses-2026/","HTTP Redirect"
"https://onlinepokerbonuses.com/news/are-poker-bonuses-taxable-us-canada-2026/","text/html","308","Permanent Redirect","Non-Indexable","Redirected","0","0,072","https://www.onlinepokerbonuses.com/news/are-poker-bonuses-taxable-us-canada-2026/","HTTP Redirect"
"https://onlinepokerbonuses.com/news/us-online-poker-legislation-2026/","text/html","308","Permanent Redirect","Non-Indexable","Redirected","0","0,080","https://www.onlinepokerbonuses.com/news/us-online-poker-legislation-2026/","HTTP Redirect"
"https://onlinepokerbonuses.com/news/oss-chico-series-bonus-clearing-2026/","text/html","308","Permanent Redirect","Non-Indexable","Redirected","0","0,079","https://www.onlinepokerbonuses.com/news/oss-chico-series-bonus-clearing-2026/","HTTP Redirect"
"https://onlinepokerbonuses.com/news/poker-withdrawal-times-us-canada-2026/","text/html","308","Permanent Redirect","Non-Indexable","Redirected","0","0,074","https://www.onlinepokerbonuses.com/news/poker-withdrawal-times-us-canada-2026/","HTTP Redirect"
"https://onlinepokerbonuses.com/news/deposit-match-vs-rakeback-2026/","text/html","308","Permanent Redirect","Non-Indexable","Redirected","0","0,171","https://www.onlinepokerbonuses.com/news/deposit-match-vs-rakeback-2026/","HTTP Redirect"
"https://onlinepokerbonuses.com/news/stablecoin-poker-deposits-2026/","text/html","308","Permanent Redirect","Non-Indexable","Redirected","0","0,154","https://www.onlinepokerbonuses.com/news/stablecoin-poker-deposits-2026/","HTTP Redirect"
