"Address","Errors","Warnings","Rich Result Errors","Rich Result Warnings","Rich Result Features","Feature-1","Total Types","Unique Types","Type-1","Indexability","Indexability Status"
"https://www.onlinepokerbonuses.com/","0","0","0","0","0","","0","0","","Non-Indexable","Canonicalised"
"https://www.onlinepokerbonuses.com/reviews/betonline-poker/","0","0","0","0","0","","0","0","","Non-Indexable","Canonicalised"
"https://www.onlinepokerbonuses.com/responsible-gambling/","0","0","0","0","0","","0","0","","Non-Indexable","Canonicalised"
"https://www.onlinepokerbonuses.com/news/","0","0","0","0","0","","0","0","","Non-Indexable","Canonicalised"
"https://www.onlinepokerbonuses.com/bonus-types/","0","0","0","0","0","","0","0","","Non-Indexable","Canonicalised"
"https://www.onlinepokerbonuses.com/reviews/black-chip-poker/","0","0","0","0","0","","0","0","","Non-Indexable","Canonicalised"
"https://www.onlinepokerbonuses.com/canada/","0","0","0","0","0","","0","0","","Non-Indexable","Canonicalised"
"https://www.onlinepokerbonuses.com/news/crypto-network-fees-poker-deposits-2026/","0","0","0","0","0","","0","0","","Non-Indexable","Canonicalised"
"https://www.onlinepokerbonuses.com/reviews/americas-cardroom/","0","0","0","0","0","","0","0","","Non-Indexable","Canonicalised"
"https://www.onlinepokerbonuses.com/reviews/sportsbetting-ag/","0","0","0","0","0","","0","0","","Non-Indexable","Canonicalised"
"https://www.onlinepokerbonuses.com/reviews/tigergaming/","0","0","0","0","0","","0","0","","Non-Indexable","Canonicalised"
"https://www.onlinepokerbonuses.com/about/","0","0","0","0","0","","0","0","","Non-Indexable","Canonicalised"
"https://www.onlinepokerbonuses.com/best-poker-bonuses/","0","0","0","0","0","","0","0","","Non-Indexable","Canonicalised"
"https://www.onlinepokerbonuses.com/usa/","0","0","0","0","0","","0","0","","Non-Indexable","Canonicalised"
"https://www.onlinepokerbonuses.com/how-to-claim/","0","0","0","0","0","","0","0","","Non-Indexable","Canonicalised"
"https://www.onlinepokerbonuses.com/news/icm-explained-tournament-poker-2026/","0","0","0","0","0","","0","0","","Non-Indexable","Canonicalised"
"https://www.onlinepokerbonuses.com/news/ontario-regulated-vs-offshore-poker-2026/","0","0","0","0","0","","0","0","","Non-Indexable","Canonicalised"
"https://www.onlinepokerbonuses.com/news/freeroll-strategy-build-bankroll-from-zero-2026/","0","0","0","0","0","","0","0","","Non-Indexable","Canonicalised"
"https://www.onlinepokerbonuses.com/news/mystery-bounty-strategy-2026/","0","0","0","0","0","","0","0","","Non-Indexable","Canonicalised"
"https://www.onlinepokerbonuses.com/news/clear-2000-poker-bonus-guide/","0","0","0","0","0","","0","0","","Non-Indexable","Canonicalised"
"https://www.onlinepokerbonuses.com/news/poker-bonus-codes-2026-guide/","0","0","0","0","0","","0","0","","Non-Indexable","Canonicalised"
"https://www.onlinepokerbonuses.com/news/rakeback-wars-wpn-chico-2026/","0","0","0","0","0","","0","0","","Non-Indexable","Canonicalised"
"https://www.onlinepokerbonuses.com/news/venom-2026-bonus-hunters/","0","0","0","0","0","","0","0","","Non-Indexable","Canonicalised"
"https://www.onlinepokerbonuses.com/news/canada-online-poker-2026/","0","0","0","0","0","","0","0","","Non-Indexable","Canonicalised"
"https://www.onlinepokerbonuses.com/news/betonline-weekly-rakeback-deep-dive/","0","0","0","0","0","","0","0","","Non-Indexable","Canonicalised"
"https://www.onlinepokerbonuses.com/news/best-crypto-for-poker-deposits-2026/","0","0","0","0","0","","0","0","","Non-Indexable","Canonicalised"
"https://www.onlinepokerbonuses.com/news/late-registration-strategy-tournaments-2026/","0","0","0","0","0","","0","0","","Non-Indexable","Canonicalised"
"https://www.onlinepokerbonuses.com/news/table-selection-softest-games-2026/","0","0","0","0","0","","0","0","","Non-Indexable","Canonicalised"
"https://www.onlinepokerbonuses.com/news/wpn-vs-chico-value-2026/","0","0","0","0","0","","0","0","","Non-Indexable","Canonicalised"
"https://www.onlinepokerbonuses.com/news/poker-vs-casino-bonus-combined-sites-2026/","0","0","0","0","0","","0","0","","Non-Indexable","Canonicalised"
"https://www.onlinepokerbonuses.com/news/reload-bonuses-explained-2026/","0","0","0","0","0","","0","0","","Non-Indexable","Canonicalised"
"https://www.onlinepokerbonuses.com/news/loyalty-tiers-wpn-chico-2026/","0","0","0","0","0","","0","0","","Non-Indexable","Canonicalised"
